"V2" "V3" "V4"
"HMEL009020g1" 13 28 29
"HMEL033893g1" 75 187 81
"HMEL031777g1" 499 1737 909
"HMEL031633g1" 5 40 49
"HMEL030337g1" 0 0 0
"HMEL016974g2" 0 0 0
"HMEL015534g2" 1 63 50
"HMEL003110" 4 17 6
"HMEL009217g1" 359 886 784
"HMEL003998g1" 24 30 68
"HMEL002414g1" 240 1245 695
"HMEL002558g1" 19 98 84
"HMEL013583g1" 126 1100 1242
"HMEL003113" 0 1 0
"HMEL002558g2" 190 802 746
"HMEL037161g1" 0 7 9
"HMEL036485g1" 0 0 0
"HMEL036341g1" 0 0 0
"HMEL035189g1" 0 1 0
"HMEL035045g1" 0 0 0
"HMEL003114" 52 154 93
"HMEL003115" 8 27 14
"HMEL003116" 987 1574 495
"HMEL037978g1" 122 487 391
"HMEL037834g1" 109 686 883
"HMEL036538g1" 0 1 0
"HMEL008759g1" 48 336 345
"HMEL008615g1" 0 1 0
"HMEL007939g1" 68 281 145
"HMEL011685g1" 0 0 3
"HMEL010245g1" 6 24 6
"HMEL007939g2" 192 578 668
"HMEL034587g1" 0 4 15
"HMEL034443g1" 0 0 0
"HMEL033147g1" 1 2 16
"HMEL033003g1" 163 544 513
"HMEL022090g1" 9 84 60
"HMEL021270g1" 17 83 61
"HMEL011685g2" 1411 5011 3295
"HMEL007939g3" 5 42 43
"HMEL011738g1" 200 624 414
"HMEL007960g1" 50 249 168
"HMEL006520g1" 0 0 0
"HMEL005368g1" 36 78 88
"HMEL035936g1" 0 2 3
"HMEL016393g1" 4 10 44
"HMEL015097g1" 19 109 95
"HMEL011738g2" 64 224 210
"HMEL006520g2" 7 30 11
"HMEL015097g2" 3 0 1
"HMEL017742g1" 478 2032 2118
"HMEL016446g1" 391 1356 1058
"HMEL015006g1" 191 917 663
"HMEL034661g1" 0 0 0
"HMEL033985g1" 128 600 555
"HMEL033841g1" 0 0 0
"HMEL032689g1" 27 156 118
"HMEL032545g1" 0 0 8
"HMEL032401g1" 0 0 0
"HMEL031249g1" 0 8 3
"HMEL031105g1" 0 0 0
"HMEL016446g2" 10 4 3
"HMEL016446g3" 61 244 234
"HMEL017939g1" 6 17 0
"HMEL003326g1" 0 0 0
"HMEL004766g1" 198 837 811
"HMEL014495g1" 0 0 0
"HMEL014351g1" 1022 2960 3524
"HMEL013199g1" 57 1906 140
"HMEL013055g1" 19 75 69
"HMEL003326g2" 84 174 26
"HMEL038073g1" 0 0 0
"HMEL037397g1" 2 10 6
"HMEL037253g1" 261 1066 984
"HMEL031270g1" 54 227 105
"HMEL013055g2" 224 641 702
"HMEL003326g3" 24 46 6
"HMEL015988g1" 88 463 556
"HMEL014548g1" 0 1 0
"HMEL013108g1" 298 1060 1061
"HMEL009474g1" 0 2 0
"HMEL009330g1" 1 4 2
"HMEL008178g1" 371 1055 1198
"HMEL037306g1" 0 0 0
"HMEL031943g1" 4 25 21
"HMEL030647g1" 0 2 0
"HMEL030503g1" 3 6 43
"HMEL009527g1" 184 594 390
"HMEL008707g1" 3 5 15
"HMEL002724g1" 5 2 2
"HMEL013893g1" 12063 35058 29766
"HMEL012453g1" 7808 23939 17975
"HMEL011157g1" 0 2 1
"HMEL008707g2" 29 119 113
"HMEL037471g1" 0 0 0
"HMEL035499g1" 3 6 1
"HMEL035355g1" 0 4 2
"HMEL035211g1" 1 2 13
"HMEL034059g1" 12 28 26
"HMEL012506g1" 143 670 570
"HMEL007432g1" 102 460 458
"HMEL036848g1" 0 1 4
"HMEL036704g1" 0 0 0
"HMEL035408g1" 0 0 2
"HMEL007432g2" 208 1390 1864
"HMEL034080g1" 4 8 5
"HMEL008925g1" 116 1367 305
"HMEL017358g1" 1 23 35
"HMEL010699g1" 1286 4463 4140
"HMEL004185g1" 8916 22078 15374
"HMEL005481g1" 62 328 345
"HMEL034897g1" 147 514 581
"HMEL034753g1" 3 2 444
"HMEL033457g1" 0 0 0
"HMEL033313g1" 1 2 0
"HMEL032017g1" 0 0 2
"HMEL020284g1" 0 0 1
"HMEL011904g1" 34 194 235
"HMEL006830g1" 15 63 109
"HMEL005534g1" 31375 107097 98159
"HMEL034806g1" 44 396 107
"HMEL017066" 38 65 55
"HMEL015263g1" 1885 10210 7136
"HMEL038165g1" 0 12 6
"HMEL038021g1" 67 235 144
"HMEL032182g1" 135 586 568
"HMEL030066g1" 4 16 20
"HMEL017067" 1 8 5
"HMEL004447" 830 1159 241
"HMEL017068" 9 15 7
"HMEL017069" 5 8 1
"HMEL015316g1" 3 2 7
"HMEL002143g1" 70 486 402
"HMEL038218g1" 0 0 0
"HMEL034971g1" 0 11 12
"HMEL032999g1" 396 1105 1047
"HMEL032855g1" 0 2 0
"HMEL032711g1" 6 63 10
"HMEL031559g1" 0 3 0
"HMEL031415g1" 2 13 6
"HMEL030119g1" 0 0 0
"HMEL025045g1" 241 988 1609
"HMEL002143g2" 3 18 36
"HMEL016809g1" 5 47 64
"HMEL003636g1" 8 87 68
"HMEL004932g1" 0 0 2
"HMEL032908g1" 0 0 0
"HMEL013221g1" 1618 9140 4383
"HMEL012069g1" 4 49 51
"HMEL003636g2" 17 128 152
"HMEL036267g1" 0 4 7
"HMEL036123g1" 1 8 24
"HMEL031580g1" 24 209 166
"HMEL030284g1" 0 2 3
"HMEL030140g1" 0 0 0
"HMEL014858g1" 333 1140 1029
"HMEL014714g1" 31 56 94
"HMEL009784g1" 57 224 333
"HMEL009640g1" 3012 9820 9562
"HMEL008488g1" 17 176 123
"HMEL008200g1" 141 588 450
"HMEL007048g1" 0 1 3
"HMEL037616g1" 0 0 2
"HMEL030957g1" 20 110 78
"HMEL030813g1" 2 1 1
"HMEL018073g1" 15 118 281
"HMEL011270g1" 173 552 444
"HMEL008200g2" 173 758 664
"HMEL018073g2" 0 0 0
"HMEL009837g1" 42 138 158
"HMEL011323g1" 116 417 395
"HMEL010027g1" 168 562 421
"HMEL037781g1" 53 212 232
"HMEL035665g1" 0 0 0
"HMEL035521g1" 0 0 0
"HMEL034369g1" 16 79 99
"HMEL034225g1" 0 0 0
"HMEL012816g1" 1685 7393 6490
"HMEL007886g1" 47 173 130
"HMEL006302g1" 221 628 525
"HMEL035718g1" 0 0 0
"HMEL021249g1" 39 421 442
"HMEL016175g1" 4 11 4
"HMEL007886g2" 10 49 75
"HMEL006302g2" 153 496 327
"HmIR68a_1" 0 15 10
"HMEL034390g1" 1 0 0
"HMEL033094g1" 10 19 8
"HMEL007886g3" 11 103 104
"HMEL017524g1" 1451 5747 5451
"HMEL010721g1" 0 1 1
"HMEL004495g1" 132 554 697
"HMEL003055g1" 121 247 259
"HMEL035883g1" 0 0 2
"HMEL033767g1" 1 2 5
"HMEL033623g1" 0 0 0
"HMEL032327g1" 2291 6911 5182
"HMEL020594g1" 0 9 5
"HMEL014080g1" 210 640 605
"HMEL010721g2" 0 0 0
"HMEL010721g3" 0 0 2
"HMEL017528" 1597 6326 4861
"HMEL005700g1" 3 15 38
"HMEL005700g2" 6 11 2
"HMEL037179g1" 0 0 2
"HMEL037035g1" 1 2 5
"HMEL032492g1" 0 3 4
"HMEL031196g1" 0 0 2
"HMEL031052g1" 0 0 9
"HMEL030376g1" 0 0 2
"HMEL030232g1" 0 0 1
"HMEL016922g1" 20 84 101
"HMEL009256g1" 2 6 0
"HMEL009112g1" 24 75 92
"HMEL003893g1" 417 2462 1731
"HMEL002453g1" 207 595 687
"HMEL002597g1" 397 1261 1260
"HmGr42_1" 2 4 8
"HMEL031869g1" 3 13 14
"HMEL031725g1" 32 177 3
"HMEL030429g1" 44 121 255
"HMEL012182g1" 2 3 12
"HMEL002453g2" 3 9 3
"HMEL009929g1" 517 2147 1895
"HMEL003802g1" 10 86 100
"HMEL003946g1" 217 825 679
"HMEL002506g1" 0 1 1
"HMEL013531g1" 226 1242 983
"HMEL036577g1" 41 225 206
"HMEL036433g1" 3 6 1
"HMEL035137g1" 448 1503 1468
"HMEL031890g1" 1 4 9
"HMEL030594g1" 0 0 0
"HMEL030450g1" 4 7 58
"HMEL013728g1" 17 58 94
"HMEL009950g1" 34651 80164 40998
"HMEL007214g1" 145 461 376
"HMEL037926g1" 452 1996 2028
"HMEL022017g1" 3 20 4
"HMEL017087g1" 0 0 0
"HMEL017087g2" 257 913 915
"HMEL011633g1" 111 559 476
"HMEL005263g1" 3 6 0
"HMEL036795g1" 16 15 18
"HMEL036651g1" 105 464 203
"HMEL035975g1" 0 0 0
"HMEL035831g1" 95 430 324
"HMEL034679g1" 81 244 224
"HMEL034535g1" 0 2 3
"HMEL033239g1" 0 0 0
"HMEL011633g2" 45 342 305
"HMEL005263g2" 0 0 0
"HMEL006756g1" 140 542 333
"HMEL021415g1" 2 6 2
"HMEL017781g1" 84 540 726
"HMEL016341g1" 6833 18751 12460
"HMEL015189g1" 229 871 818
"HMEL033260g1" 5 10 21
"HMEL031288g1" 4 65 70
"HMEL031144g1" 1 19 20
"HMEL031000g1" 229 1007 776
"HMEL015189g2" 167 1049 1079
"HMEL015189g3" 19 39 52
"HmIR143a_1" 7 27 50
"HMEL017978g1" 23 193 195
"HMEL017834g1" 403 1240 1107
"HMEL016538g1" 1 0 0
"HMEL004661g1" 0 0 0
"HMEL003365g1" 24 97 231
"HMEL002069g1" 87 526 602
"HMEL033933g1" 0 0 1
"HMEL032637g1" 0 0 0
"HMEL021580g1" 341 990 899
"HMEL020760g1" 2 5 1
"HMEL017978g2" 1 5 5
"HMEL016538g2" 17 116 139
"HMEL014390g1" 40 132 2
"HMEL013094g1" 38 174 229
"HMEL003365g2" 33 84 169
"HMEL017978g3" 0 1 1
"HMEL017978g4" 85 352 346
"HMEL020957g1" 95 360 350
"HMEL020813g1" 5 18 31
"HMEL015883g1" 4 6 3
"HMEL014587g1" 27 109 80
"HMEL013147g1" 118 453 352
"HMEL013003g1" 1 0 0
"HMEL037489g1" 43 168 135
"HMEL037345g1" 0 3 15
"HMEL037201g1" 0 0 0
"HMEL036049g1" 166 782 143
"HMEL031362g1" 2 0 0
"HMEL030686g1" 0 0 0
"HMEL030542g1" 0 1 1
"HMEL017070" 0 1 0
"HMEL014587g2" 144 647 660
"HMEL017071" 4 7 3
"HMEL017073" 57 184 44
"HMEL015936g1" 128 364 261
"HMEL008126g1" 625 2049 1870
"HMEL002763g1" 176 620 500
"HMEL000027g1" 144 705 498
"HMEL030739g1" 192 581 354
"HMEL012492g1" 21 67 41
"HMEL011196g1" 17 29 6
"HMEL036070g1" 0 0 0
"HMEL012492g2" 1 3 0
"HMEL002816g1" 4 10 3
"HMEL012689g1" 276 774 595
"HMEL012545g1" 1075 5055 5094
"HMEL012401g1" 0 2 8
"HMEL006175g1" 68 252 228
"HMEL037563g1" 1 11 6
"HMEL036887g1" 11 115 57
"HMEL036743g1" 152 501 472
"HMEL035447g1" 551 1460 1256
"HMEL035303g1" 0 0 0
"HMEL034007g1" 368 1076 1415
"HMEL030760g1" 263 711 523
"HMEL022130g1" 1 9 10
"HMEL012401g2" 4 4 14
"HMEL022130g2" 0 2 0
"HMEL008964g1" 444 1292 786
"HMEL008820g1" 1754 5579 5260
"HMEL006228g1" 3 38 32
"HMEL017397g1" 11 23 54
"HMEL006228g2" 32 260 306
"HMEL004080g1" 320 1190 1060
"HMEL034172g1" 0 0 16
"HMEL032056g1" 4 21 36
"HMEL008342" 1090 3228 3768
"HMEL008343" 90 519 362
"HMEL017306g1" 114 363 408
"HMEL011943g1" 394 2120 2287
"HMEL010503g1" 29 192 207
"HMEL005573g1" 63 316 268
"HMEL004133g1" 6 17 34
"HMEL004277g1" 109 638 732
"HMEL036961g1" 0 0 0
"HMEL034989g1" 0 2 2
"HMEL034845g1" 350 1213 875
"HMEL034701g1" 423 1625 1430
"HMEL033549g1" 89 292 292
"HMEL033405g1" 0 1 0
"HMEL032109g1" 94 213 200
"HMEL020376g1" 236 736 456
"HMEL004277g2" 0 0 0
"HMEL005626g1" 90 268 174
"HMEL016651g1" 3 7 3
"HMEL015211g1" 373 1839 1653
"HMEL038113g1" 2 22 4
"HMEL033570g1" 1939 4898 4448
"HMEL032274g1" 76 162 181
"HMEL032130g1" 94 292 379
"HMEL031598g1" 194 823 940
"HMEL031454g1" 0 0 0
"HMEL031310g1" 0 1 0
"HMEL030158g1" 0 1 0
"HMEL030014g1" 1 0 0
"HMEL016848g1" 245 891 798
"HMEL016704g1" 2 19 3
"HMEL015408g1" 1 6 1
"HMEL009038g1" 170 454 330
"HMEL002379g1" 117 434 481
"HMEL004971g1" 223 1015 965
"HMEL003531g1" 1891 6766 7243
"HMEL003675g1" 130 417 549
"HMEL032947g1" 1 3 9
"HMEL032803g1" 3 1 0
"HMEL031507g1" 2 0 3
"HMEL013260g1" 8276 21527 16927
"HMEL003675g2" 40 157 139
"HMEL014897g1" 150 726 806
"HMEL014753g1" 4 39 10
"HMEL013457g1" 45 176 211
"HMEL013313g1" 7 28 33
"HMEL008383g1" 289 1137 1314
"HMEL037799g1" 0 0 0
"HMEL037655g1" 0 3 3
"HMEL037511g1" 31 253 287
"HMEL036359g1" 0 0 0
"HMEL036215g1" 3 24 9
"HMEL031672g1" 2 0 0
"HMEL030996g1" 298 1325 1298
"HMEL030852g1" 0 0 0
"HMEL013457g2" 19 107 86
"HMEL013313g2" 183 545 290
"HMEL037708g1" 0 9 7
"HMEL030905g1" 1 0 0
"HMEL018021g1" 44 352 359
"HMEL010066g1" 204 889 797
"HMEL036380g1" 9 14 14
"HMEL035084g1" 357 987 824
"HMEL012711g1" 1864 4944 4608
"HMEL010119g1" 56 117 89
"HMEL007781g1" 143 666 620
"HMEL005189g1" 119 599 650
"HMEL006485g1" 0 1 7
"HMEL037873g1" 1135 5837 6098
"HMEL035757g1" 1 1 4
"HMEL035613g1" 0 0 0
"HMEL034317g1" 93 419 302
"HMEL022584g1" 133 980 909
"HMEL016070g1" 1 0 0
"HMEL006485g2" 0 0 0
"HMEL012908g1" 181 548 600
"HMEL016267g1" 9 42 61
"HMEL016123g1" 379 1540 1701
"HMEL010760g1" 0 0 0
"HMEL004390g1" 0 0 0
"HMEL034482g1" 0 0 0
"HMEL033186g1" 0 1 0
"HMEL033042g1" 4 26 36
"HMEL032366g1" 2327 9269 11654
"HMEL032222g1" 0 0 0
"HMEL010760g2" 0 0 0
"HMEL010957g1" 42 293 322
"HMEL010813g1" 2 11 2
"HMEL005883g1" 11 19 13
"HMEL004443g1" 0 1 0
"HMEL003003g1" 19 68 60
"HMEL033859g1" 0 0 0
"HMEL033715g1" 0 0 0
"HMEL032419g1" 0 0 0
"HMEL021982g1" 130 422 378
"HMEL005883g2" 0 2 4
"HMEL004443g2" 26 85 117
"HMEL031091g1" 197 675 594
"HMEL004443g3" 0 0 0
"HMEL005936g1" 239 784 792
"HMEL015665g1" 345 1509 1469
"HMEL015521g1" 4 12 14
"HMEL014369g1" 50 510 824
"HMEL014225g1" 341 1268 758
"HMEL037127g1" 0 0 0
"HMEL033880g1" 0 0 0
"HMEL032584g1" 0 0 0
"HMEL032440g1" 1 0 0
"HMEL031764g1" 3 13 0
"HMEL031620g1" 0 0 1
"HMEL030468g1" 2 18 2
"HMEL030324g1" 3 9 11
"HMEL015521g2" 1 5 19
"HMEL009348g1" 78 511 468
"HMEL002401g1" 1100 2582 2232
"HMEL002689g1" 163 716 696
"HMEL031817g1" 26 179 179
"HMEL012274g1" 19 127 181
"HMEL012130g1" 0 1 0
"HMEL002401g2" 3 9 3
"HMEL037292g1" 42 246 240
"HMEL013767g1" 18 105 124
"HMEL012327g1" 237 1453 1167
"HMEL007253g1" 0 0 0
"HMEL037965g1" 0 0 0
"HMEL037821g1" 0 0 0
"HMEL036669g1" 3 7 3
"HMEL036525g1" 0 0 0
"HMEL035229g1" 1 0 0
"HMEL031982g1" 25 127 168
"HMEL022056g1" 1461 3510 3470
"HMEL007253g2" 0 3 0
"HMEL007306g1" 5 24 49
"HMEL017035g1" 2 27 54
"HMEL007306g2" 472 2590 2113
"HMEL036690g1" 236 642 902
"HMEL035394g1" 75 455 873
"HMEL035250g1" 1588 7488 5321
"HMEL034098g1" 1 11 28
"HMEL033278g1" 0 0 0
"HMEL033134g1" 56 227 191
"HMEL007306g3" 313 856 758
"__ambiguous" 125827 444327 424974
"HMEL011869g1" 0 0 1
"HMEL011725g1" 1 2 2
"HMEL005355g1" 4 8 5
"HMEL004059g1" 182 491 241
"HMEL006651g1" 171 883 964
"HMEL006795g1" 110 445 437
"HMEL035923g1" 0 0 0
"HMEL034627g1" 15 42 63
"HMEL016380g1" 7 23 37
"HMEL015084g1" 9 13 32
"HMEL011869g2" 9 64 43
"HMEL015084g2" 0 0 2
"HMEL011869g3" 15 107 63
"HMEL006848g1" 154 434 456
"HMEL005408g1" 164 748 2137
"HMEL017873g1" 93 274 156
"HMEL015137g1" 73 381 221
"HMEL003260g1" 7594 19975 15323
"HMEL005408g2" 1684 7335 15045
"HMEL038039g1" 0 0 0
"HMEL034792g1" 4 13 15
"HMEL033496g1" 0 0 0
"HMEL033352g1" 0 0 0
"HMEL032676g1" 224 753 902
"HMEL032532g1" 51 206 201
"HMEL031236g1" 782 2896 2166
"HMEL015137g2" 0 0 0
"HMEL015137g3" 20 168 93
"HMEL015137g4" 6 53 43
"HMEL002017g1" 5 39 147
"HMEL003313g1" 31 99 66
"HMEL032729g1" 5 44 49
"HMEL014482g1" 10374 26278 13569
"HMEL038060g1" 190 662 600
"HMEL015975g1" 92 163 126
"HMEL013239g1" 79 418 427
"HMEL009461g1" 0 0 0
"HMEL008165g1" 68 263 285
"HMEL037437g1" 122 1019 793
"HMEL032894g1" 0 0 0
"HMEL032750g1" 3445 12213 7834
"HMEL030778g1" 0 0 1
"HMEL030634g1" 1 8 59
"HMEL009658g1" 509 2210 2081
"HMEL011288g1" 10 102 108
"HMEL011000g1" 0 0 0
"HMEL006070g1" 4 22 4
"HMEL036162g1" 0 0 3
"HMEL034046g1" 0 3 0
"HMEL013933g1" 533 2377 2026
"HMEL006123g1" 127 343 326
"HMEL036979g1" 18 41 65
"HMEL036835g1" 0 0 0
"HMEL035539g1" 584 1526 1063
"HMEL007616g1" 34 226 263
"HMEL022419g1" 186 65 3
"HMEL017201g1" 30 93 93
"HMEL016049g1" 12 41 3
"HMEL011982g1" 70 354 429
"HMEL010686g1" 79 339 294
"HMEL010542g1" 133 787 535
"HmIR41a_1" 50 270 210
"HMEL035560g1" 0 0 0
"HMEL034264g1" 2 5 2
"HMEL034120g1" 151 518 483
"HMEL033588g1" 0 0 0
"HMEL033444g1" 0 0 0
"HMEL033300g1" 219 598 561
"HMEL032148g1" 0 0 0
"HMEL032004g1" 1 4 3
"HMEL010739g1" 112 507 532
"HMEL005521g1" 124 458 414
"HMEL005665g1" 194 708 626
"HMEL004225g1" 82 517 585
"HMEL034937g1" 142 657 911
"HMEL021764g1" 19 100 142
"HMEL020324g1" 51 206 260
"HMEL016690g1" 135 659 722
"HMEL015250g1" 60 208 187
"HMEL014098g1" 285 1151 1358
"HMEL016887g1" 0 0 0
"HMEL016743g1" 1494 4318 5342
"HMEL015303g1" 204 922 1101
"HMEL014007g1" 7 8 16
"HMEL002274g1" 0 0 0
"HMEL038205g1" 0 0 0
"HMEL033662g1" 0 0 0
"HMEL031546g1" 0 3 0
"HMEL031402g1" 0 0 0
"HMEL030106g1" 0 0 6
"HMEL014792g1" 0 2 3
"HMEL013496g1" 107 609 564
"HMEL013352g1" 84 373 309
"HMEL012056g1" 107 601 649
"HMEL037074g1" 0 1 1
"HMEL030271g1" 2 8 9
"HMEL014792g2" 496 3661 3845
"HMEL014845g1" 147 457 386
"HMEL014701g1" 5 29 14
"HMEL013549g1" 211 933 723
"HMEL013405g1" 1537 7092 3691
"HMEL012109g1" 469 2415 2165
"HMEL008331g1" 105 307 236
"HMEL007179g1" 100 375 339
"HMEL007035g1" 5 12 16
"HMEL037747g1" 159 546 741
"HMEL037603g1" 0 1 0
"HMEL036307g1" 0 4 0
"HMEL030944g1" 1 27 3
"HMEL030800g1" 16 52 38
"HMEL014701g2" 1 4 1
"HMEL014701g3" 4 13 18
"HMEL014701g4" 2 1 5
"HMEL014701g5" 3 8 25
"HMEL012750g1" 23 178 141
"HMEL011598g1" 41 62 37
"HMEL010014g1" 0 8 6
"HMEL006380g1" 6 11 12
"HMEL036472g1" 0 0 0
"HMEL035176g1" 0 0 1
"HMEL035032g1" 2 0 0
"HMEL034356g1" 0 0 0
"HMEL034212g1" 0 0 0
"HMEL010014g2" 26 76 73
"HMEL006380g2" 1 4 6
"HMEL012947g1" 51 278 288
"HMEL012803g1" 145 426 438
"HMEL007873g1" 2 5 0
"HMEL005137g1" 6 40 10
"HMEL006433g1" 1 6 2
"HMEL006577g1" 189 763 1328
"HMEL035849g1" 15 34 23
"HMEL035705g1" 1 8 4
"HMEL034409g1" 0 0 0
"HMEL016162g1" 666 3110 3214
"HMEL012947g2" 11 67 96
"HMEL033081g1" 822 2876 2954
"HMEL007926g1" 1 1 2
"HMEL017655g1" 18 186 223
"HMEL017511g1" 35 161 183
"HMEL016215g1" 4 19 26
"HMEL004482g1" 113 487 513
"HMEL003186g1" 0 0 1
"HMEL035870g1" 0 0 0
"HMEL034574g1" 1 0 0
"HMEL034430g1" 21 45 20
"HMEL033898g1" 78 278 323
"HMEL033754g1" 1 0 0
"HMEL033610g1" 8833 38640 28372
"HMEL032458g1" 0 0 0
"HMEL032314g1" 0 0 0
"HMEL031018g1" 2 2 1
"HMEL016215g2" 6 74 63
"HMEL017708g1" 121 316 358
"HMEL004535g1" 239 1261 7451
"HMEL033807g1" 1 2 2
"HMEL020778g1" 12 19 20
"HMEL015560g1" 115 588 578
"HMEL014120g1" 346 1498 949
"HMEL009190g1" 163 509 523
"HMEL031183g1" 99 271 257
"HMEL014120g2" 2 0 1
"HMEL014120g3" 1 6 23
"HMEL014120g4" 114 447 545
"HMEL009243g1" 401 1315 1123
"HMEL002584g1" 116 334 302
"HMEL001000g1" 0 0 0
"HMEL037219g1" 2 17 11
"HMEL033972g1" 0 0 1
"HMEL031856g1" 1 7 10
"HMEL031712g1" 566 1984 2202
"HMEL030416g1" 13 47 66
"HMEL009243g2" 3862 11081 10768
"HMEL001000g2" 0 2 0
"HMEL011010" 51 127 113
"HMEL001000g3" 0 1 0
"HMEL001000g4" 0 0 1
"HMEL003933g1" 0 0 2
"HMEL031909g1" 0 0 0
"HMEL013662g1" 439 2396 3045
"HMEL012366g1" 107 306 964
"HMEL012222g1" 39 194 74
"HMEL007292g1" 2 6 5
"HMEL037384g1" 0 0 0
"HMEL037240g1" 0 0 0
"HMEL036088g1" 0 0 3
"HMEL035268g1" 178 664 539
"HMEL035124g1" 547 2619 2703
"HMEL030581g1" 6 4 25
"HMEL012419g1" 124 450 393
"HMEL008785g1" 852 3809 2426
"HMEL008641g1" 171 591 489
"HMEL007489g1" 11 50 53
"HMEL006049g1" 416 1222 1175
"HMEL037913g1" 0 0 0
"HMEL036617g1" 86 534 559
"HMEL031930g1" 0 1 2
"HMEL022148g1" 9 102 97
"HMEL006049g2" 39 206 236
"HMEL008838g1" 149 626 511
"HMEL017127g1" 17 26 17
"HMEL011764g1" 0 0 0
"HMEL008838g2" 72 342 405
"HMEL006690g1" 197 912 840
"HMEL005250g1" 845 4528 2669
"HMEL005394g1" 15 20 34
"HMEL004098g1" 43 115 114
"HMEL036782g1" 72 220 151
"HMEL035486g1" 0 0 0
"HMEL035342g1" 18 178 183
"HMEL034666g1" 119 509 371
"HMEL034522g1" 52 379 299
"HMEL033226g1" 0 0 0
"HMEL006690g2" 102 585 754
"__not_aligned" 0 0 0
"HMEL011817g1" 53 181 160
"HMEL005447g1" 43 103 223
"HMEL004007g1" 23 40 19
"HMEL034719g1" 0 0 0
"HMEL021546g1" 85 336 135
"HMEL015176g1" 1 1 7
"HMEL015032g1" 61 337 553
"HMEL033391g1" 37 58 44
"HMEL032095g1" 0 1 0
"HMEL016669g1" 170 547 500
"HMEL016525g1" 142 445 549
"HMEL003496g1" 110 242 261
"HMEL034884g1" 43 147 201
"HMEL034740g1" 80 334 199
"HMEL032768g1" 2 18 2
"HMEL032624g1" 0 0 0
"HMEL031328g1" 0 4 9
"HMEL004701g1" 118 491 347
"HMEL004989g1" 28 107 35
"HMEL015870g1" 30 200 238
"HMEL013278g1" 51 72 65
"HMEL038152g1" 0 3 0
"HMEL036036g1" 0 0 0
"HMEL031493g1" 0 0 1
"HMEL030197g1" 3 17 10
"HMEL030053g1" 0 0 1
"HMEL009553g1" 30 89 71
"HMEL008113g1" 40 315 310
"HMEL002750g1" 95 573 583
"HMEL037529g1" 1 2 29
"HMEL032986g1" 4 38 45
"HMEL032842g1" 1 2 2
"HMEL030726g1" 66 146 335
"HMEL011183g1" 132 463 472
"HMEL009553g2" 346 887 807
"HMEL009606g1" 122 625 706
"HMEL002803g1" 1 5 8
"HMEL002947g1" 0 4 3
"HMEL018039g1" 55 254 209
"HMEL011236g1" 274 686 558
"HMEL009606g2" 0 1 1
"HMEL002947g2" 0 0 0
"HMEL037694g1" 5 5 5
"HMEL037550g1" 160 364 231
"HMEL036398g1" 171 652 1039
"HMEL036254g1" 147 713 723
"HMEL036110g1" 763 3184 1988
"HMEL035578g1" 10 49 40
"HMEL035434g1" 1 5 11
"HMEL034138g1" 19 82 62
"HMEL030891g1" 0 0 3
"HMEL012729g1" 67 323 249
"HMEL008951g1" 10 1 0
"HMEL007511g1" 8 4 44
"HMEL006359g1" 229 1138 816
"HMEL036927g1" 2 4 2
"HMEL022314g1" 25541 72229 77446
"HMEL017240g1" 104 387 352
"HMEL016088g1" 57 162 1649
"HMEL010581g1" 85 588 522
"HMEL016088g2" 0 0 0
"HMEL016088g3" 2 16 125
"HMEL017437g1" 17 115 117
"HMEL010778g1" 115 363 345
"HMEL005560g1" 12525 33286 23305
"HMEL035796g1" 177 1080 1146
"HMEL035652g1" 0 3 0
"HMEL033536g1" 0 0 0
"HMEL005613g1" 6 20 7
"HMEL004317g1" 1 0 0
"HMEL021856g1" 26 94 51
"HMEL021712g1" 2 1 1
"HMEL016782g1" 1 1 3
"HMEL014046g1" 122 159 122
"HMEL004317g2" 1 0 10
"HMEL032261g1" 1 13 0
"HMEL016782g2" 6399 17129 39710
"HMEL014046g2" 0 3 3
"HMEL004317g3" 6 37 43
"HMEL014046g3" 219 900 986
"HMEL016979g1" 98 279 386
"HMEL015539g1" 0 2 6
"HMEL009169g1" 10 5 82
"HMEL009025g1" 183 753 742
"HMEL003662g1" 0 1 0
"HMEL002366g1" 30 45 28
"HMEL032934g1" 2 1 1
"HMEL031638g1" 189 763 728
"HMEL016226" 57 338 219
"HMEL002366g2" 3 3 4
"HMEL002366g3" 15 47 45
"HMEL002366g4" 34 65 81
"HMEL014884g1" 217 1023 1460
"HMEL014740g1" 0 0 0
"HMEL013588g1" 43 116 126
"HMEL013444g1" 114 355 406
"HMEL013300g1" 99 632 598
"HMEL012148g1" 158 523 726
"HMEL012004g1" 85 333 538
"HMEL008370g1" 1052 4639 4387
"HMEL007074g1" 0 0 2
"HMEL037166g1" 0 0 0
"HMEL037022g1" 0 0 0
"HMEL036346g1" 1 0 0
"HMEL036202g1" 5 7 8
"HMEL030363g1" 29 101 136
"HMEL013588g2" 68 299 357
"HMEL013444g2" 149 697 663
"HMEL007074g2" 0 6 3
"HMEL007074g3" 4 54 66
"HMEL014937g1" 115 494 376
"HMEL009863g1" 236 1085 753
"HMEL008423g1" 57 257 263
"HMEL037839g1" 82 421 387
"HMEL011493g1" 454 2189 1849
"HMEL010197g1" 59 249 226
"HMEL010053g1" 2 0 0
"HMEL035071g1" 45 109 99
"HMEL010053g2" 1 0 0
"HMEL010053g3" 1 2 0
"HMEL011402g1" 0 3 0
"HMEL010106g1" 630 2155 1800
